firstdevice,seconddevice,daytimestampFirst,daytimestampFirstID,daytimestampSecond,daytimestampSecondID,cosinesimilarity
46,46,09-19-16-Monday,8,09-19-16-Monday,8,1.0
46,40,09-19-16-Monday,8,09-19-16-Monday,8,0.918196963557
46,39,09-19-16-Monday,8,09-19-16-Monday,8,0.864277504285
46,7,09-19-16-Monday,8,09-27-16-Tuesday,16,0.805463066691
46,42,09-19-16-Monday,8,10-11-16-Tuesday,30,0.784689753769
46,15,09-19-16-Monday,8,10-25-16-Tuesday,44,0.769575481269
46,35,09-19-16-Monday,8,09-28-16-Wednesday,17,0.769376980291
46,54,09-19-16-Monday,8,01-01-17-Sunday,112,0.76889708446
46,38,09-19-16-Monday,8,11-26-16-Saturday,76,0.762908975662
46,2,09-19-16-Monday,8,10-18-16-Tuesday,37,0.756726845896
46,23,09-19-16-Monday,8,09-30-16-Friday,19,0.739789284639
46,46,09-20-16-Tuesday,9,09-20-16-Tuesday,9,1.0
46,61,09-20-16-Tuesday,9,11-25-16-Friday,75,0.909891366062
46,61,09-20-16-Tuesday,9,01-16-17-Monday,127,0.909266460717
46,61,09-20-16-Tuesday,9,10-28-16-Friday,47,0.901259329154
46,61,09-20-16-Tuesday,9,10-31-16-Monday,50,0.897422013594
46,61,09-20-16-Tuesday,9,11-11-16-Friday,61,0.893806729155
46,49,09-20-16-Tuesday,9,09-26-16-Monday,15,0.893188966779
46,18,09-20-16-Tuesday,9,11-01-16-Tuesday,51,0.890106631519
46,5,09-20-16-Tuesday,9,09-27-16-Tuesday,16,0.889684963853
46,61,09-20-16-Tuesday,9,01-06-17-Friday,117,0.885984775995
46,61,09-20-16-Tuesday,9,01-05-17-Thursday,116,0.885830860991
46,46,09-21-16-Wednesday,10,09-21-16-Wednesday,10,1.0
46,5,09-21-16-Wednesday,10,11-14-16-Monday,64,0.876662527486
46,66,09-21-16-Wednesday,10,12-19-16-Monday,99,0.876308513639
46,4,09-21-16-Wednesday,10,01-05-17-Thursday,116,0.872116363291
46,46,09-21-16-Wednesday,10,10-17-16-Monday,36,0.871081392861
46,66,09-21-16-Wednesday,10,12-09-16-Friday,89,0.864525911147
46,5,09-21-16-Wednesday,10,11-22-16-Tuesday,72,0.86280619595
46,4,09-21-16-Wednesday,10,01-30-17-Monday,141,0.862695544848
46,5,09-21-16-Wednesday,10,11-18-16-Friday,68,0.86267818021
46,70,09-21-16-Wednesday,10,11-18-16-Friday,68,0.86114354615
46,44,09-21-16-Wednesday,10,11-17-16-Thursday,67,0.858839503288
46,46,09-22-16-Thursday,11,09-22-16-Thursday,11,1.0
46,18,09-22-16-Thursday,11,11-11-16-Friday,61,0.859624861152
46,66,09-22-16-Thursday,11,02-09-17-Thursday,151,0.849393022197
46,22,09-22-16-Thursday,11,11-07-16-Monday,57,0.840010310305
46,66,09-22-16-Thursday,11,01-12-17-Thursday,123,0.837292178786
46,18,09-22-16-Thursday,11,12-19-16-Monday,99,0.835699251204
46,18,09-22-16-Thursday,11,02-08-17-Wednesday,150,0.835440313956
46,18,09-22-16-Thursday,11,12-22-16-Thursday,102,0.831711418701
46,66,09-22-16-Thursday,11,12-12-16-Monday,92,0.830926057756
46,70,09-22-16-Thursday,11,12-02-16-Friday,82,0.829071377759
46,56,09-22-16-Thursday,11,11-14-16-Monday,64,0.824781246823
46,46,09-23-16-Friday,12,09-23-16-Friday,12,1.0
46,61,09-23-16-Friday,12,11-08-16-Tuesday,58,0.865340199436
46,66,09-23-16-Friday,12,01-10-17-Tuesday,121,0.865106145359
46,66,09-23-16-Friday,12,02-06-17-Monday,148,0.857892726409
46,70,09-23-16-Friday,12,11-23-16-Wednesday,73,0.85728924515
46,61,09-23-16-Friday,12,11-01-16-Tuesday,51,0.847455046685
46,49,09-23-16-Friday,12,09-26-16-Monday,15,0.847212017984
46,66,09-23-16-Friday,12,02-09-17-Thursday,151,0.846087170204
46,61,09-23-16-Friday,12,12-15-16-Thursday,95,0.845940808641
46,10,09-23-16-Friday,12,11-01-16-Tuesday,51,0.845290567052
46,6,09-23-16-Friday,12,12-21-16-Wednesday,101,0.844689242504
46,46,09-24-16-Saturday,13,09-24-16-Saturday,13,1.0
46,54,09-24-16-Saturday,13,11-03-16-Thursday,53,0.904678543362
46,54,09-24-16-Saturday,13,11-16-16-Wednesday,66,0.891930317249
46,7,09-24-16-Saturday,13,10-14-16-Friday,33,0.891328381504
46,34,09-24-16-Saturday,13,12-07-16-Wednesday,87,0.886273440466
46,61,09-24-16-Saturday,13,10-31-16-Monday,50,0.884272237566
46,54,09-24-16-Saturday,13,10-19-16-Wednesday,38,0.880225005212
46,36,09-24-16-Saturday,13,01-18-17-Wednesday,129,0.879732954261
46,61,09-24-16-Saturday,13,01-16-17-Monday,127,0.878602632955
46,44,09-24-16-Saturday,13,11-14-16-Monday,64,0.877661498558
46,54,09-24-16-Saturday,13,01-24-17-Tuesday,135,0.87356293608
46,46,09-25-16-Sunday,14,09-25-16-Sunday,14,1.0
46,54,09-25-16-Sunday,14,11-19-16-Saturday,69,0.999638127766
46,65,09-25-16-Sunday,14,01-18-17-Wednesday,129,0.999634442388
46,66,09-25-16-Sunday,14,02-11-17-Saturday,153,0.999628757382
46,44,09-25-16-Sunday,14,11-19-16-Saturday,69,0.999626284144
46,52,09-25-16-Sunday,14,02-06-17-Monday,148,0.999624018757
46,58,09-25-16-Sunday,14,10-09-16-Sunday,28,0.999623148827
46,68,09-25-16-Sunday,14,12-21-16-Wednesday,101,0.999620622035
46,12,09-25-16-Sunday,14,09-27-16-Tuesday,16,0.999620022062
46,9,09-25-16-Sunday,14,11-19-16-Saturday,69,0.999618016196
46,13,09-25-16-Sunday,14,11-26-16-Saturday,76,0.999617356423
46,46,09-26-16-Monday,15,09-26-16-Monday,15,1.0
46,46,09-26-16-Monday,15,11-14-16-Monday,64,0.867866432662
46,44,09-26-16-Monday,15,11-01-16-Tuesday,51,0.841829817675
46,44,09-26-16-Monday,15,11-21-16-Monday,71,0.836754336017
46,5,09-26-16-Monday,15,09-20-16-Tuesday,9,0.823120285276
46,46,09-26-16-Monday,15,11-07-16-Monday,57,0.817888037476
46,46,09-26-16-Monday,15,11-28-16-Monday,78,0.814065562579
46,8,09-26-16-Monday,15,12-15-16-Thursday,95,0.809976251611
46,66,09-26-16-Monday,15,12-14-16-Wednesday,94,0.80757598251
46,46,09-26-16-Monday,15,11-21-16-Monday,71,0.800468132969
46,66,09-26-16-Monday,15,01-11-17-Wednesday,122,0.796312222086
46,46,09-27-16-Tuesday,16,09-27-16-Tuesday,16,1.0
46,61,09-27-16-Tuesday,16,01-13-17-Friday,124,0.889969692634
46,22,09-27-16-Tuesday,16,10-24-16-Monday,43,0.88945664541
46,66,09-27-16-Tuesday,16,01-31-17-Tuesday,142,0.888244536805
46,6,09-27-16-Tuesday,16,11-28-16-Monday,78,0.881387139003
46,61,09-27-16-Tuesday,16,10-19-16-Wednesday,38,0.881332637481
46,18,09-27-16-Tuesday,16,01-25-17-Wednesday,136,0.877011784729
46,18,09-27-16-Tuesday,16,09-23-16-Friday,12,0.8765415151
46,66,09-27-16-Tuesday,16,01-17-17-Tuesday,128,0.875000512561
46,10,09-27-16-Tuesday,16,11-23-16-Wednesday,73,0.874520502049
46,4,09-27-16-Tuesday,16,01-30-17-Monday,141,0.871378726074
46,46,09-28-16-Wednesday,17,09-28-16-Wednesday,17,1.0
46,46,09-28-16-Wednesday,17,11-09-16-Wednesday,59,0.860052209121
46,6,09-28-16-Wednesday,17,01-17-17-Tuesday,128,0.844142475846
46,5,09-28-16-Wednesday,17,12-15-16-Thursday,95,0.841880468002
46,61,09-28-16-Wednesday,17,12-23-16-Friday,103,0.840865727784
46,10,09-28-16-Wednesday,17,12-13-16-Tuesday,93,0.831977153131
46,46,09-28-16-Wednesday,17,12-15-16-Thursday,95,0.828767012511
46,11,09-28-16-Wednesday,17,10-24-16-Monday,43,0.82845006463
46,24,09-28-16-Wednesday,17,10-31-16-Monday,50,0.824973077279
46,21,09-28-16-Wednesday,17,10-11-16-Tuesday,30,0.824654067873
46,24,09-28-16-Wednesday,17,12-02-16-Friday,82,0.822893668234
46,46,09-29-16-Thursday,18,09-29-16-Thursday,18,1.0
46,5,09-29-16-Thursday,18,11-15-16-Tuesday,65,0.932683887038
46,70,09-29-16-Thursday,18,11-09-16-Wednesday,59,0.909198172401
46,44,09-29-16-Thursday,18,10-13-16-Thursday,32,0.905914029445
46,28,09-29-16-Thursday,18,01-05-17-Thursday,116,0.898278362707
46,44,09-29-16-Thursday,18,10-07-16-Friday,26,0.894128667209
46,4,09-29-16-Thursday,18,01-30-17-Monday,141,0.890393771146
46,41,09-29-16-Thursday,18,09-20-16-Tuesday,9,0.890017146151
46,4,09-29-16-Thursday,18,01-05-17-Thursday,116,0.88628537259
46,5,09-29-16-Thursday,18,11-22-16-Tuesday,72,0.884278164863
46,44,09-29-16-Thursday,18,10-11-16-Tuesday,30,0.882083228247
46,46,09-30-16-Friday,19,09-30-16-Friday,19,1.0
46,18,09-30-16-Friday,19,01-25-17-Wednesday,136,0.883870208935
46,28,09-30-16-Friday,19,11-21-16-Monday,71,0.881938416841
46,4,09-30-16-Friday,19,10-21-16-Friday,40,0.852613576989
46,24,09-30-16-Friday,19,11-22-16-Tuesday,72,0.845235032815
46,66,09-30-16-Friday,19,01-31-17-Tuesday,142,0.838100444466
46,44,09-30-16-Friday,19,10-07-16-Friday,26,0.837584017811
46,46,09-30-16-Friday,19,09-27-16-Tuesday,16,0.833713449237
46,28,09-30-16-Friday,19,01-05-17-Thursday,116,0.832373498862
46,12,09-30-16-Friday,19,10-19-16-Wednesday,38,0.829703836778
46,18,09-30-16-Friday,19,11-11-16-Friday,61,0.828476688804
46,46,10-01-16-Saturday,20,10-01-16-Saturday,20,1.0
46,64,10-01-16-Saturday,20,01-24-17-Tuesday,135,0.931701137252
46,56,10-01-16-Saturday,20,12-15-16-Thursday,95,0.925228737139
46,31,10-01-16-Saturday,20,11-02-16-Wednesday,52,0.912760322475
46,69,10-01-16-Saturday,20,01-22-17-Sunday,133,0.908937972914
46,23,10-01-16-Saturday,20,01-19-17-Thursday,130,0.9087889679
