firstdevice,seconddevice,daytimestampFirst,daytimestampFirstID,daytimestampSecond,daytimestampSecondID,cosinesimilarity
51,51,09-20-16-Tuesday,9,09-20-16-Tuesday,9,1.0
51,34,09-20-16-Tuesday,9,11-23-16-Wednesday,73,0.859471679807
51,31,09-20-16-Tuesday,9,09-28-16-Wednesday,17,0.829387065883
51,64,09-20-16-Tuesday,9,10-01-16-Saturday,20,0.809938733429
51,7,09-20-16-Tuesday,9,10-12-16-Wednesday,31,0.809820704201
51,61,09-20-16-Tuesday,9,01-19-17-Thursday,130,0.803490313371
51,42,09-20-16-Tuesday,9,10-03-16-Monday,22,0.802490650006
51,5,09-20-16-Tuesday,9,01-31-17-Tuesday,142,0.799142912975
51,8,09-20-16-Tuesday,9,01-27-17-Friday,138,0.79619073937
51,24,09-20-16-Tuesday,9,01-04-17-Wednesday,115,0.792960871586
51,34,09-20-16-Tuesday,9,11-07-16-Monday,57,0.791436405511
51,51,09-21-16-Wednesday,10,09-21-16-Wednesday,10,1.0
51,42,09-21-16-Wednesday,10,10-03-16-Monday,22,0.889379645176
51,54,09-21-16-Wednesday,10,11-09-16-Wednesday,59,0.885860661002
51,54,09-21-16-Wednesday,10,01-24-17-Tuesday,135,0.878634256318
51,6,09-21-16-Wednesday,10,11-17-16-Thursday,67,0.877692672479
51,34,09-21-16-Wednesday,10,11-23-16-Wednesday,73,0.876271624216
51,54,09-21-16-Wednesday,10,01-04-17-Wednesday,115,0.875564103788
51,24,09-21-16-Wednesday,10,11-30-16-Wednesday,80,0.873795546813
51,6,09-21-16-Wednesday,10,01-31-17-Tuesday,142,0.873537100009
51,33,09-21-16-Wednesday,10,10-31-16-Monday,50,0.867182257925
51,8,09-21-16-Wednesday,10,01-27-17-Friday,138,0.866200557237
51,51,09-22-16-Thursday,11,09-22-16-Thursday,11,1.0
51,69,09-22-16-Thursday,11,01-26-17-Thursday,137,0.879820716693
51,49,09-22-16-Thursday,11,10-03-16-Monday,22,0.876831865599
51,6,09-22-16-Thursday,11,10-24-16-Monday,43,0.873634614433
51,69,09-22-16-Thursday,11,01-19-17-Thursday,130,0.871784691935
51,36,09-22-16-Thursday,11,01-16-17-Monday,127,0.871538240963
51,36,09-22-16-Thursday,11,10-11-16-Tuesday,30,0.871147830355
51,54,09-22-16-Thursday,11,12-22-16-Thursday,102,0.869286765308
51,49,09-22-16-Thursday,11,09-20-16-Tuesday,9,0.859443950536
51,69,09-22-16-Thursday,11,01-06-17-Friday,117,0.859344318314
51,24,09-22-16-Thursday,11,12-22-16-Thursday,102,0.857347035755
51,51,09-23-16-Friday,12,09-23-16-Friday,12,1.0
51,41,09-23-16-Friday,12,11-26-16-Saturday,76,0.952229644749
51,10,09-23-16-Friday,12,10-22-16-Saturday,41,0.950550638543
51,10,09-23-16-Friday,12,11-26-16-Saturday,76,0.948271565149
51,4,09-23-16-Friday,12,11-26-16-Saturday,76,0.947934854059
51,12,09-23-16-Friday,12,10-22-16-Saturday,41,0.947607271712
51,17,09-23-16-Friday,12,10-22-16-Saturday,41,0.947547947631
51,17,09-23-16-Friday,12,11-26-16-Saturday,76,0.947070231863
51,5,09-23-16-Friday,12,10-22-16-Saturday,41,0.946612686096
51,12,09-23-16-Friday,12,11-26-16-Saturday,76,0.945417935992
51,63,09-23-16-Friday,12,10-22-16-Saturday,41,0.942399043126
51,51,09-28-16-Wednesday,17,09-28-16-Wednesday,17,1.0
51,21,09-28-16-Wednesday,17,09-19-16-Monday,8,0.876141978965
51,8,09-28-16-Wednesday,17,10-15-16-Saturday,34,0.805466887819
51,35,09-28-16-Wednesday,17,09-19-16-Monday,8,0.796327292618
51,2,09-28-16-Wednesday,17,12-08-16-Thursday,88,0.773723428192
51,25,09-28-16-Wednesday,17,09-19-16-Monday,8,0.773208699109
51,25,09-28-16-Wednesday,17,10-14-16-Friday,33,0.766822390824
51,24,09-28-16-Wednesday,17,09-22-16-Thursday,11,0.766538333705
51,6,09-28-16-Wednesday,17,09-19-16-Monday,8,0.766300895634
51,64,09-28-16-Wednesday,17,12-23-16-Friday,103,0.762620405919
51,56,09-28-16-Wednesday,17,01-19-17-Thursday,130,0.760933812167
51,51,09-29-16-Thursday,18,09-29-16-Thursday,18,1.0
51,6,09-29-16-Thursday,18,10-06-16-Thursday,25,0.877027641772
51,6,09-29-16-Thursday,18,09-30-16-Friday,19,0.86710307421
51,49,09-29-16-Thursday,18,09-26-16-Monday,15,0.866068123897
51,56,09-29-16-Thursday,18,02-03-17-Friday,145,0.857229200802
51,6,09-29-16-Thursday,18,09-23-16-Friday,12,0.856679396508
51,24,09-29-16-Thursday,18,11-21-16-Monday,71,0.855072472453
51,51,09-29-16-Thursday,18,12-07-16-Wednesday,87,0.853608660237
51,43,09-29-16-Thursday,18,02-08-17-Wednesday,150,0.850747764678
51,51,09-29-16-Thursday,18,10-05-16-Wednesday,24,0.849764976126
51,10,09-29-16-Thursday,18,11-01-16-Tuesday,51,0.849531585769
51,51,09-30-16-Friday,19,09-30-16-Friday,19,1.0
51,7,09-30-16-Friday,19,10-12-16-Wednesday,31,0.870706945354
51,31,09-30-16-Friday,19,12-21-16-Wednesday,101,0.856862646428
51,41,09-30-16-Friday,19,11-23-16-Wednesday,73,0.85580193822
51,11,09-30-16-Friday,19,10-07-16-Friday,26,0.848879904822
51,19,09-30-16-Friday,19,09-30-16-Friday,19,0.847564346739
51,54,09-30-16-Friday,19,11-02-16-Wednesday,52,0.846326772289
51,11,09-30-16-Friday,19,09-30-16-Friday,19,0.845190899154
51,61,09-30-16-Friday,19,10-14-16-Friday,33,0.840249933852
51,34,09-30-16-Friday,19,01-17-17-Tuesday,128,0.831879601971
51,34,09-30-16-Friday,19,11-09-16-Wednesday,59,0.830713980442
51,51,10-01-16-Saturday,20,10-01-16-Saturday,20,1.0
51,15,10-01-16-Saturday,20,10-28-16-Friday,47,0.999622523743
51,34,10-01-16-Saturday,20,02-04-17-Saturday,146,0.999600365697
51,58,10-01-16-Saturday,20,10-09-16-Sunday,28,0.999599505759
51,51,10-01-16-Saturday,20,11-26-16-Saturday,76,0.999595016992
51,10,10-01-16-Saturday,20,01-28-17-Saturday,139,0.999594264586
51,26,10-01-16-Saturday,20,10-29-16-Saturday,48,0.999591495693
51,9,10-01-16-Saturday,20,11-19-16-Saturday,69,0.999585171165
51,44,10-01-16-Saturday,20,10-23-16-Sunday,42,0.999583195056
51,6,10-01-16-Saturday,20,11-26-16-Saturday,76,0.99958307902
51,31,10-01-16-Saturday,20,12-24-16-Saturday,104,0.99958123518
51,51,10-02-16-Sunday,21,10-02-16-Sunday,21,1.0
51,44,10-02-16-Sunday,21,09-25-16-Sunday,14,0.999677886813
51,68,10-02-16-Sunday,21,01-28-17-Saturday,139,0.999656653546
51,45,10-02-16-Sunday,21,01-07-17-Saturday,118,0.999654380873
51,56,10-02-16-Sunday,21,10-21-16-Friday,40,0.999645632581
51,1,10-02-16-Sunday,21,11-26-16-Saturday,76,0.999644635611
51,26,10-02-16-Sunday,21,09-23-16-Friday,12,0.999643718897
51,10,10-02-16-Sunday,21,12-26-16-Monday,106,0.999643191682
51,52,10-02-16-Sunday,21,09-25-16-Sunday,14,0.999639843948
51,49,10-02-16-Sunday,21,09-30-16-Friday,19,0.999639280513
51,51,10-02-16-Sunday,21,10-29-16-Saturday,48,0.999638875907
51,51,10-03-16-Monday,22,10-03-16-Monday,22,1.0
51,34,10-03-16-Monday,22,01-04-17-Wednesday,115,0.808462833663
51,54,10-03-16-Monday,22,12-19-16-Monday,99,0.80492609102
51,31,10-03-16-Monday,22,01-31-17-Tuesday,142,0.79617248801
51,19,10-03-16-Monday,22,11-18-16-Friday,68,0.782294178008
51,34,10-03-16-Monday,22,01-30-17-Monday,141,0.776336745776
51,31,10-03-16-Monday,22,02-07-17-Tuesday,149,0.771368693503
51,43,10-03-16-Monday,22,12-14-16-Wednesday,94,0.76929498871
51,33,10-03-16-Monday,22,10-31-16-Monday,50,0.769242700303
51,31,10-03-16-Monday,22,10-03-16-Monday,22,0.76888884615
51,34,10-03-16-Monday,22,01-11-17-Wednesday,122,0.768000555995
51,51,10-04-16-Tuesday,23,10-04-16-Tuesday,23,1.0
51,11,10-04-16-Tuesday,23,12-21-16-Wednesday,101,0.824990311107
51,36,10-04-16-Tuesday,23,09-26-16-Monday,15,0.82476948551
51,10,10-04-16-Tuesday,23,12-08-16-Thursday,88,0.81348601298
51,69,10-04-16-Tuesday,23,01-04-17-Wednesday,115,0.812998664646
51,66,10-04-16-Tuesday,23,12-16-16-Friday,96,0.807516442533
51,69,10-04-16-Tuesday,23,01-23-17-Monday,134,0.801381536097
51,17,10-04-16-Tuesday,23,11-15-16-Tuesday,65,0.800136136948
