firstdevice,seconddevice,daytimestampFirst,daytimestampFirstID,daytimestampSecond,daytimestampSecondID,cosinesimilarity
49,49,09-19-16-Monday,8,09-19-16-Monday,8,1.0
49,8,09-19-16-Monday,8,10-15-16-Saturday,34,0.657343480878
49,1,09-19-16-Monday,8,09-26-16-Monday,15,0.654759302677
49,38,09-19-16-Monday,8,09-19-16-Monday,8,0.652530252939
49,35,09-19-16-Monday,8,09-28-16-Wednesday,17,0.614857717979
49,51,09-19-16-Monday,8,09-28-16-Wednesday,17,0.610464411577
49,2,09-19-16-Monday,8,12-08-16-Thursday,88,0.608641024427
49,45,09-19-16-Monday,8,11-10-16-Thursday,60,0.608328118996
49,56,09-19-16-Monday,8,01-19-17-Thursday,130,0.593876783831
49,45,09-19-16-Monday,8,09-19-16-Monday,8,0.586003767175
49,43,09-19-16-Monday,8,11-22-16-Tuesday,72,0.577251144193
49,49,09-20-16-Tuesday,9,09-20-16-Tuesday,9,1.0
49,69,09-20-16-Tuesday,9,01-06-17-Friday,117,0.943470761616
49,44,09-20-16-Tuesday,9,01-10-17-Tuesday,121,0.929879825496
49,17,09-20-16-Tuesday,9,10-20-16-Thursday,39,0.921411486607
49,46,09-20-16-Tuesday,9,12-07-16-Wednesday,87,0.915714505202
49,49,09-20-16-Tuesday,9,10-03-16-Monday,22,0.915695933072
49,54,09-20-16-Tuesday,9,12-22-16-Thursday,102,0.914574506201
49,54,09-20-16-Tuesday,9,12-09-16-Friday,89,0.912159361518
49,66,09-20-16-Tuesday,9,01-06-17-Friday,117,0.906410637011
49,5,09-20-16-Tuesday,9,11-15-16-Tuesday,65,0.905592838512
49,21,09-20-16-Tuesday,9,12-16-16-Friday,96,0.905457847818
49,49,09-21-16-Wednesday,10,09-21-16-Wednesday,10,1.0
49,11,09-21-16-Wednesday,10,12-23-16-Friday,103,0.997236941461
49,8,09-21-16-Wednesday,10,01-28-17-Saturday,139,0.995563919635
49,8,09-21-16-Wednesday,10,11-05-16-Saturday,55,0.995365555612
49,52,09-21-16-Wednesday,10,01-04-17-Wednesday,115,0.995067544619
49,41,09-21-16-Wednesday,10,10-01-16-Saturday,20,0.994777087167
