SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
22,22,1.0,20900,20900.0
22,10,0.63441396986,19760,12536.020044433599
22,18,0.657610142291,18891,12422.913198019281
22,6,0.593086820977,20900,12395.514558419301
22,39,0.565984668976,20148,11403.459110528447
22,37,0.544953473487,20746,11305.604760961302
22,46,0.568670951222,19840,11282.431672244478
22,52,0.53864538258,20623,11108.48372494734
22,36,0.52590268796,20900,10991.366178363998
22,34,0.513552503598,20894,10730.166010176612
22,44,0.60741074647,17572,10673.421636970841
22,54,0.591634733504,17818,10541.747681574272
22,31,0.504901130697,20737,10470.13474726369
22,43,0.527704931812,19192,10127.713051335902
22,5,0.590295250065,17072,10077.520509109681
22,61,0.65743725835,14621,9612.39015433535
22,56,0.461119970688,19915,9183.204216251519
22,8,0.441222066907,20744,9152.710555918808
22,28,0.5326819407,17061,9088.086590282699
22,19,0.472850952506,18864,8919.860368073185
22,42,0.42680783011,19989,8531.46171606879
