SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
19,19,1.0,19097,19097.0
19,39,0.581060561256,18638,10829.806740689328
19,34,0.553343739984,19096,10566.652058734464
19,6,0.511364243845,19097,9765.522964707965
19,18,0.506142498992,19097,9665.803303250224
19,54,0.548661574052,16985,9319.01683527322
19,31,0.480833660801,18939,9106.50870191014
19,10,0.502429348961,17982,9034.684553016701
19,22,0.472850952506,18864,8919.860368073185
19,46,0.486946844302,18037,8783.060230675175
19,36,0.452546918473,19097,8642.288502078882
19,16,0.512427417664,16545,8478.11162525088
19,43,0.466849091565,17389,8118.038853223785
19,8,0.424241552948,19096,8101.316695095007
19,52,0.420342251205,18988,7981.45866588054
19,5,0.442405242091,17298,7652.725877690118
19,56,0.422487689361,18111,7651.674542017071
19,61,0.55167583836,13857,7644.57209215452
19,37,0.396427202649,19097,7570.570288987953
19,7,0.371516151878,19097,7094.843952414167
19,42,0.387258016515,18191,7044.6105784243655
