SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
36,36,1.0,21138,21138.0
36,10,0.581863830138,19993,11633.203555949034
36,18,0.594891774451,19124,11376.710294600925
36,6,0.52493119694,21138,11095.99564091772
36,22,0.52590268796,20900,10991.366178363998
36,46,0.526926495644,20078,10579.63017954023
36,34,0.487115118334,21127,10291.281105042419
36,37,0.479231366437,20979,10053.794836481822
36,44,0.563943933129,17805,10041.021729361846
36,39,0.491533180468,20381,10017.937751118308
36,31,0.460357979831,20970,9653.70683705607
36,52,0.451781841978,20856,9422.362096293167
36,5,0.543587270218,17300,9404.0597747714
36,28,0.537004562278,17294,9286.956900035731
36,8,0.44014145508,20977,9232.84730321316
36,54,0.513935572318,17838,9167.582739008485
36,61,0.625858098758,14641,9163.188423915879
36,19,0.452546918473,19097,8642.288502078882
36,43,0.438341141966,19426,8515.215023831515
36,56,0.419248263212,20152,8448.691000248224
36,45,0.378806134158,20912,7921.593877512097
