SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
10,10,1.0,19993,19993.0
10,18,0.711055260356,18009,12805.394183751203
10,22,0.63441396986,19760,12536.020044433599
10,6,0.620675335569,19993,12409.161984031018
10,36,0.581863830138,19993,11633.203555949034
10,46,0.574163224197,18933,10870.632323721802
10,39,0.56421229869,19264,10868.98572196416
10,44,0.648458888549,16690,10822.77884988281
10,34,0.537032621626,19993,10736.893204168617
10,28,0.632935244526,16963,10736.480552894538
10,5,0.631690118537,16815,10621.869343199654
10,54,0.631741279618,16721,10563.345936492578
10,52,0.53178231355,19739,10496.851087163452
10,37,0.521533529003,19862,10358.698953057587
10,31,0.509691688404,19835,10109.734639493341
10,61,0.736654515396,13526,9963.988975246297
10,56,0.513961289606,19007,9768.862231541241
10,43,0.529396591316,18285,9680.01667221306
10,8,0.487072318668,19860,9673.25624874648
10,19,0.502429348961,17982,9034.684553016701
10,7,0.432854631879,19860,8596.49298911694
