SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
42,42,1.0,20222,20222.0
42,34,0.461243923137,20221,9326.813369753278
42,22,0.42680783011,19989,8531.46171606879
42,31,0.415543959456,20064,8337.474002525183
42,39,0.424295164327,19475,8263.148325268325
42,6,0.408168609177,20222,8253.985614777293
42,18,0.423166187736,18218,7709.241608174449
42,44,0.445618979505,16899,7530.515134654996
42,10,0.392322581804,19089,7489.0457640565555
42,37,0.365749138003,20073,7341.68244713422
42,46,0.381984970892,19162,7319.596012232504
42,36,0.361610059604,20222,7312.478625312088
42,61,0.49063835613,14624,7175.09532004512
42,56,0.370402561055,19236,7125.063664453981
42,8,0.354927687592,20072,7124.108545346624
42,19,0.387258016515,18191,7044.6105784243655
42,52,0.345287588546,19950,6888.4873914927
42,28,0.39889932912,17260,6885.002420611199
42,54,0.40472199854,16932,6852.75287927928
42,43,0.366484281086,18514,6785.089980026204
42,24,0.495366608987,13574,6724.106350389538
