SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
43,43,1.0,19426,19426.0
43,22,0.527704931812,19192,10127.713051335902
43,6,0.517762995741,19426,10058.063955264666
43,39,0.529156466716,18673,9880.938702987869
43,10,0.529396591316,18285,9680.01667221306
43,34,0.489724637117,19419,9509.962728175024
43,18,0.527749039478,17416,9191.277271548848
43,52,0.457426584577,19148,8758.804241480395
43,46,0.472933386407,18366,8685.894574750962
43,36,0.438341141966,19426,8515.215023831515
43,37,0.434021824895,19271,8364.034587551545
43,31,0.432106364951,19262,8323.232801686163
43,8,0.431578538432,19269,8316.086857046208
43,19,0.466849091565,17389,8118.038853223785
43,54,0.501718133041,16130,8092.71348595133
43,44,0.495093647447,16097,7969.52244295436
43,5,0.488298300246,15592,7613.547097435632
43,28,0.467291731547,15586,7283.208927891542
43,56,0.383380156622,18440,7069.53008810968
43,24,0.52139698647,13457,7016.43924692679
43,61,0.539659000002,12933,6979.409847025865
