SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
52,52,1.0,20857,20857.0
52,6,0.53874183559,20857,11236.53846490063
52,22,0.53864538258,20623,11108.48372494734
52,18,0.554979278692,19016,10553.485963607072
52,39,0.519940064937,20272,10540.224996402863
52,10,0.53178231355,19739,10496.851087163452
52,37,0.48003100895,20857,10012.00675367015
52,36,0.451781841978,20856,9422.362096293167
52,44,0.53179423829,17684,9404.24930992036
52,54,0.523105589325,17839,9331.680607968674
52,34,0.433567775669,20855,9042.055961576994
52,61,0.601284152809,14641,8803.40128127657
52,46,0.443345597052,19796,8776.469439241391
52,43,0.457426584577,19148,8758.804241480395
52,31,0.40533953871,20698,8389.71777221958
52,28,0.476234851804,17185,8184.09592825174
52,8,0.392345341296,20855,8182.36209272808
52,5,0.475508355377,17191,8174.464137286007
52,56,0.408699575411,19980,8165.81751671178
52,64,0.427084298435,18905,8074.028661913675
52,51,0.480826039323,16730,8044.21963787379
