SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
54,54,1.0,17839,17839.0
54,18,0.646506619068,17013,10999.017110203884
54,6,0.616293415807,17839,10994.058244581074
54,10,0.631741279618,16721,10563.345936492578
54,22,0.591634733504,17818,10541.747681574272
54,39,0.593917913191,17379,10321.699413346389
54,34,0.575875375272,17837,10271.889068726663
54,61,0.664747106205,14618,9717.27319850469
54,46,0.563953905732,16778,9462.018630371496
54,52,0.523105589325,17839,9331.680607968674
54,19,0.548661574052,16985,9319.01683527322
54,36,0.513935572318,17838,9167.582739008485
54,37,0.496136230566,17839,8850.574217066875
54,31,0.485856158118,17680,8589.93687552624
54,8,0.469233101396,17837,8369.710829600452
54,16,0.486942979324,16887,8223.006091844389
54,43,0.501718133041,16130,8092.71348595133
54,44,0.551113696897,14666,8082.633478691401
54,28,0.56862704823,14167,8055.7393922744095
54,56,0.4477475761,17838,7986.9212624718
54,5,0.523895371742,15188,7956.922906017496
