SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
72,72,1.0,2928,2928.0
72,61,0.528434019525,2928,1547.2548091692001
72,18,0.515747187263,2928,1510.107764306064
72,70,0.493905604802,2928,1446.155610860256
72,15,0.489253246189,2928,1432.533504841392
72,20,0.485614186726,2928,1421.878338733728
72,2,0.483787602409,2928,1416.530099853552
72,9,0.483868509261,2914,1409.992835986554
72,24,0.474859938793,2928,1390.389900785904
72,39,0.473404151115,2928,1386.12735446472
72,54,0.472927768757,2928,1384.732506920496
72,46,0.463059155761,2928,1355.837208068208
72,37,0.455425688231,2928,1333.486415140368
72,38,0.453447201082,2928,1327.693404768096
72,34,0.452169912495,2928,1323.95350378536
72,22,0.445939805386,2928,1305.711750170208
72,10,0.494940739929,2582,1277.936990496678
72,36,0.43530337356,2928,1274.56827778368
72,6,0.428960742373,2928,1255.997053668144
72,44,0.421051898248,2928,1232.839958070144
72,19,0.418498956708,2928,1225.364945241024
