SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
24,24,1.0,13601,13601.0
24,6,0.583370136008,13601,7934.417219844809
24,22,0.577911591508,13363,7722.632597321403
24,10,0.611620178785,12458,7619.564187303529
24,44,0.559202414494,13439,7515.121248384866
24,37,0.545134165258,13442,7327.693449398035
24,39,0.569346513499,12844,7312.686619381156
24,34,0.531804255012,13590,7227.2198256130805
24,36,0.521842560568,13601,7097.580666285368
24,43,0.52139698647,13457,7016.43924692679
24,42,0.495366608987,13574,6724.106350389538
24,61,0.64823642511,10314,6685.91048858454
24,18,0.576137294106,11587,6675.702826806222
24,31,0.488559269165,13591,6640.009027221515
24,52,0.493656781947,13319,6575.0146787520935
24,46,0.516406679876,12541,6476.2561723249155
24,8,0.470852436106,13441,6328.727593700746
24,28,0.543104171951,11568,6282.629061129168
24,38,0.47699622257,12804,6107.45963378628
24,13,0.49753736811,12258,6098.8130582923795
24,54,0.579624419986,10384,6018.819977134624
