SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
25,25,1.0,7019,7019.0
25,9,0.520433477181,5832,3035.1680389195917
25,39,0.402178295482,6882,2767.791029507124
25,34,0.364995692638,7018,2561.5397709334843
25,46,0.355861612779,6895,2453.665820111205
25,36,0.348415362018,7019,2445.527426004342
25,31,0.347790270613,7019,2441.139909432647
25,22,0.353036290074,6806,2402.764990243644
25,6,0.327408641289,7019,2298.081253207491
25,33,0.326411686706,6908,2254.851931765048
25,10,0.380229799956,5925,2252.8615647393
25,24,0.314046447684,7019,2204.292016293996
25,52,0.319278956436,6898,2202.3862414955283
25,51,0.361499055753,6038,2182.731298636614
25,38,0.309658414881,6995,2166.060612092595
25,37,0.300565591329,7019,2109.669885538251
25,44,0.287396608637,7019,2017.2367960231031
25,45,0.287014308276,6987,2005.3689719244119
25,8,0.282185553787,7019,1980.660402030953
25,43,0.280720003764,7019,1970.373706419516
25,19,0.379701534764,5139,1951.286187152196
