SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
28,28,1.0,17294,17294.0
28,10,0.632935244526,16963,10736.480552894538
28,18,0.646512992217,15453,9990.5652687293
28,44,0.662478499736,14947,9902.066135553992
28,6,0.563771965956,17294,9749.872379243065
28,36,0.537004562278,17294,9286.956900035731
28,22,0.5326819407,17061,9088.086590282699
28,39,0.523289466675,16710,8744.16698813925
28,46,0.534581237248,16234,8678.391805484032
28,34,0.489583159084,17293,8466.361570039613
28,5,0.583657662316,14096,8227.238408006337
28,52,0.476234851804,17185,8184.09592825174
28,31,0.476765912643,17136,8169.860679050448
28,61,0.637884618812,12782,8153.441197654984
28,8,0.470575843158,17294,8138.138631574452
28,54,0.56862704823,14167,8055.7393922744095
28,56,0.490740432954,16308,8002.994980613832
28,4,0.670233790601,10965,7349.113513939965
28,26,0.571677351528,12818,7327.760291885905
28,13,0.649169168579,11237,7294.713947322222
28,43,0.467291731547,15586,7283.208927891542
