SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
65,65,1.0,8060,8060.0
65,51,0.461524339053,8060,3719.88617276718
65,64,0.417084081915,8060,3361.6977002349
65,5,0.342319855493,8060,2759.0980352735796
65,29,0.485440671466,5600,2718.4677602096
65,42,0.376792165176,7178,2704.614161633328
65,39,0.329629285023,8060,2656.81203728538
65,52,0.327139364545,8060,2636.7432782326996
65,22,0.314227028748,8060,2532.6698517088803
65,18,0.311267430683,8060,2508.81549130498
65,54,0.309925558991,8060,2498.00000546746
65,6,0.303998660273,8060,2450.22920180038
65,37,0.29330608938,8060,2364.0470804028
65,19,0.292591520282,8060,2358.28765347292
65,34,0.287061963735,8060,2313.7194277041
65,10,0.284495278179,8057,2292.178456288203
65,16,0.278960980968,8058,2247.867584640144
65,69,0.275479777722,8056,2219.265089328432
65,31,0.277515361105,7902,2192.92638345171
65,23,0.271794619125,8060,2190.6646301475002
65,8,0.260777522043,8059,2101.6060501445368
