SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
13,13,1.0,15075,15075.0
13,44,0.644876927018,13183,8501.412528878294
13,10,0.571151736231,13931,7956.714837434061
13,22,0.532151629743,14837,7895.533730496891
13,18,0.603416756892,13061,7881.226261766413
13,6,0.513448141903,15075,7740.230739187726
13,36,0.496293154064,15075,7481.6192975148
13,28,0.649169168579,11237,7294.713947322222
13,52,0.485851058407,14793,7187.194707014751
13,37,0.471017598127,14916,7025.698493662332
13,39,0.486061834213,14318,6959.433342261734
13,46,0.484107179083,14302,6923.700875245066
13,43,0.453768768737,15071,6838.749113635327
13,5,0.576213666262,11237,6474.912967786094
13,8,0.432874285651,14914,6455.887096199014
13,34,0.421621998795,15064,6351.31378984788
13,26,0.523162552373,11819,6183.258206496487
13,56,0.438272468634,14089,6174.820810584426
13,54,0.523198222204,11775,6160.6590664521
13,4,0.629169534421,9719,6114.898705037699
13,24,0.49753736811,12258,6098.8130582923795
