SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
73,73,1.0,296,296.0
73,66,0.726476502326,296,215.037044688496
73,69,0.674189162006,296,199.559991953776
73,10,0.659552089555,296,195.22741850828
73,18,0.646498653546,296,191.363601449616
73,46,0.63494369819,296,187.94333466423998
73,19,0.627285938956,296,185.676637930976
73,37,0.592377963367,296,175.343877156632
73,22,0.569943013909,296,168.703132117064
73,26,0.559935404336,296,165.740879683456
73,4,0.558416740009,296,165.291355042664
73,67,0.556172196797,296,164.626970251912
73,43,0.542714960314,296,160.643628252944
73,6,0.540793117321,296,160.074762727016
73,13,0.535893458923,296,158.624463841208
73,54,0.533585668102,296,157.941357758192
73,44,0.532304162968,296,157.562032238528
73,5,0.530330325136,296,156.977776240256
73,23,0.526807971424,296,155.93515954150402
73,64,0.52597860451,296,155.68966693496
73,52,0.524757236011,296,155.328141859256
