SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
41,41,1.0,2654,2654.0
41,5,0.645112174056,2654,1712.1277099446238
41,44,0.577306439824,2654,1532.171291292896
41,17,0.571188432145,2654,1515.93409891283
41,36,0.567328895504,2654,1505.690888667616
41,10,0.557671047906,2654,1480.058961142524
41,46,0.525642548228,2654,1395.0553229971122
41,18,0.519856110024,2654,1379.698116003696
41,13,0.518127614038,2648,1372.001921972624
41,39,0.516236714373,2654,1370.092239945942
41,12,0.513089549719,2654,1361.739664954226
41,6,0.510791253723,2654,1355.639987380842
41,26,0.503914898016,2654,1337.390139334464
41,22,0.545674993973,2441,1331.992660288093
41,24,0.500503978998,2571,1286.7957300038581
41,52,0.497458125332,2545,1266.03092896994
41,9,0.470302175987,2654,1248.181975069498
41,19,0.467940844329,2654,1241.915000849166
41,34,0.466715416259,2654,1238.662714751386
41,21,0.517063575717,2384,1232.679564509328
41,28,0.477902514136,2524,1206.225945679264
