SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
30,30,1.0,2112,2112.0
30,27,0.942744509505,2112,1991.07640407456
30,9,0.942556788965,2112,1990.6799382940799
30,14,0.921018492637,2112,1945.191056449344
30,50,0.650165922071,2001,1300.982010064071
30,39,0.589071267121,2112,1244.118516159552
30,13,0.562047999545,2112,1187.04537503904
30,46,0.549877460245,2112,1161.3411960374399
30,43,0.548943962619,2112,1159.369649051328
30,5,0.547104839458,2112,1155.4854209352961
30,44,0.541882724303,2112,1144.456313727936
30,28,0.5400404461,2112,1140.5654221632
30,45,0.53783634217,2090,1124.0779551353
30,17,0.524639742864,2112,1108.039136928768
30,10,0.523371060087,2112,1105.359678903744
30,37,0.522950711099,2112,1104.471901841088
30,6,0.517468011941,2112,1092.892441219392
30,36,0.516250369171,2112,1090.320779689152
30,8,0.502293020847,2112,1060.842860028864
30,34,0.502064286167,2112,1060.359772384704
30,33,0.48897322367,2112,1032.71144839104
