SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
61,61,1.0,14641,14641.0
61,18,0.763111568108,13884,10595.04101161147
61,10,0.736654515396,13526,9963.988975246297
61,6,0.679031294077,14641,9941.697176581358
61,54,0.664747106205,14618,9717.27319850469
61,22,0.65743725835,14621,9612.39015433535
61,36,0.625858098758,14641,9163.188423915879
61,44,0.668029529346,13593,9080.525392400179
61,39,0.623052695203,14182,8836.133323368946
61,34,0.602012552669,14640,8813.46377107416
61,52,0.601284152809,14641,8803.40128127657
61,46,0.639989322645,13581,8691.694990841745
61,37,0.571337594576,14641,8364.953722187216
61,28,0.637884618812,12782,8153.441197654984
61,31,0.545672022411,14483,7902.967900578513
61,5,0.645492965039,12060,7784.64515837034
61,19,0.55167583836,13857,7644.57209215452
61,56,0.512746004011,14640,7506.60149872104
61,42,0.49063835613,14624,7175.09532004512
61,8,0.4889581285,14641,7158.8359593685
61,43,0.539659000002,12933,6979.409847025865
