SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
51,51,1.0,16903,16903.0
51,37,0.502472806718,16744,8413.404675686192
51,6,0.4896172225,16903,8275.9999119175
51,39,0.49463341452,16605,8213.3878481046
51,22,0.485243059123,16764,8134.614643137971
51,52,0.480826039323,16730,8044.21963787379
51,10,0.474027660816,15778,7479.208432354848
51,18,0.500591565289,14889,7453.30781558792
51,34,0.437898056879,16892,7396.973976800068
51,36,0.431471282957,16903,7293.1590958221705
51,31,0.424085510729,16735,7097.071022049816
51,64,0.439424622344,15847,6963.561990285368
51,54,0.469777385006,14492,6808.0138635069525
51,8,0.400622420976,16742,6707.220571980191
51,43,0.436900703866,15191,6636.958592428406
51,44,0.47817778294,13570,6488.8725144958
51,46,0.405282719921,15843,6420.894131708404
51,56,0.380800816698,16495,6281.309471433509
51,61,0.554084727935,11295,6258.387002025825
51,19,0.41702863415,14862,6197.8795607373
51,5,0.459302684194,13236,6079.330327991784
