SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
35,35,1.0,1721,1721.0
35,27,0.550896489355,1719,946.9910652012451
35,9,0.539432489709,1721,928.3633147891891
35,14,0.538684110289,1719,925.997985586791
35,30,0.525912607302,1719,904.043771952138
35,50,0.52821007162,1610,850.4182153082
35,39,0.469582826518,1721,808.152044437478
35,37,0.431471178146,1721,742.561897589266
35,5,0.415854174534,1719,714.853326023946
35,19,0.41435493134,1721,713.1048368361401
35,43,0.408112173538,1721,702.361050658898
35,40,0.398438235147,1719,684.915326217693
35,34,0.3891426454,1721,669.7144927334
35,10,0.379236350626,1721,652.665759427346
35,13,0.374184233099,1721,643.971065163379
35,38,0.368040099373,1721,633.397011020933
35,24,0.386323598303,1638,632.798054020314
35,44,0.367403149407,1721,632.300820129447
35,46,0.365932357232,1721,629.769586796272
35,21,0.364572914921,1719,626.7008407491991
35,22,0.411444093455,1508,620.45769293014
