SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
33,33,1.0,11658,11658.0
33,34,0.474133793343,11657,5526.977628999351
33,39,0.477140486205,11370,5425.08732815085
33,43,0.463203436826,11658,5400.025666517508
33,38,0.428639358877,11483,4922.065757984591
33,6,0.413131174682,11658,4816.283234442756
33,24,0.41270501307,11575,4777.0605262852505
33,19,0.480390932353,9627,4624.723505762331
33,22,0.404240088168,11430,4620.46420776024
33,10,0.435465095967,10529,4585.011995436543
33,42,0.392152767844,11641,4565.050370472004
33,18,0.44254151808,9654,4272.295815544319
33,44,0.365650079516,11507,4207.535464990612
33,46,0.396351327271,10598,4200.531366418058
33,37,0.364524048649,11509,4195.307275901341
33,52,0.365852048659,11386,4165.591426031374
33,36,0.353667682691,11658,4123.0578448116785
33,8,0.3577600005,11508,4117.102085754
33,16,0.500874495974,8078,4046.0641784779723
33,54,0.477225110216,8368,3993.419722287488
33,9,0.432852723874,8951,3874.4647313961736
