SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
27,27,1.0,2112,2112.0
27,9,0.999295943287,2112,2110.513032222144
27,14,0.976480641836,2112,2062.327115557632
27,30,0.942744509505,2112,1991.07640407456
27,50,0.641744793938,2001,1284.131332669938
27,39,0.568932055577,2112,1201.584501378624
27,45,0.556219318464,2090,1162.49837558976
27,46,0.536880375432,2112,1133.8913529123838
27,13,0.520951764494,2112,1100.2501266113281
27,43,0.517468322028,2112,1092.893096123136
27,5,0.509178578435,2112,1075.3851576547202
27,37,0.506811930274,2112,1070.386796738688
27,28,0.501942257253,2112,1060.102047318336
27,44,0.501099358834,2112,1058.321845857408
27,36,0.494764874014,2112,1044.943413917568
27,33,0.49260498726,2112,1040.3817330931201
27,40,0.490757817997,2112,1036.480511609664
27,19,0.486941526983,2112,1028.420504988096
27,17,0.486548284984,2112,1027.589977886208
27,6,0.483308966014,2112,1020.748536221568
27,34,0.480626323249,2112,1015.082794701888
