SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
71,71,1.0,312,312.0
71,9,0.783842969618,312,244.559006520816
71,63,0.765789363357,312,238.926281367384
71,17,0.694532458758,312,216.694127132496
71,28,0.671492113616,312,209.505539448192
71,5,0.656675830925,312,204.8828592486
71,12,0.62460854481,312,194.87786598072
71,25,0.621314634169,312,193.850165860728
71,18,0.618682710536,312,193.029005687232
71,46,0.61824382246,312,192.89207260752
71,22,0.617805633536,312,192.75535766323202
71,39,0.607338861373,312,189.48972474837598
71,26,0.601917580835,312,187.79828522052
71,4,0.597541644549,312,186.432993099288
71,70,0.595455834004,312,185.782220209248
71,61,0.593460181687,312,185.159576686344
71,45,0.589350428583,312,183.877333717896
71,36,0.589198997254,312,183.83008714324802
71,37,0.587382215166,312,183.263251131792
71,31,0.579808485902,312,180.90024760142398
71,44,0.579204809485,312,180.71190055932
