SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
39,39,1.0,20381,20381.0
39,6,0.608877673047,20381,12409.535854370908
39,34,0.571011641983,20380,11637.21726361354
39,22,0.565984668976,20148,11403.459110528447
39,18,0.595906725049,18665,11122.599023039586
39,10,0.56421229869,19264,10868.98572196416
39,19,0.581060561256,18638,10829.806740689328
39,31,0.525832197327,20223,10633.904526543922
39,52,0.519940064937,20272,10540.224996402863
39,46,0.538887325602,19321,10411.842017956242
39,54,0.593917913191,17379,10321.699413346389
39,36,0.491533180468,20381,10017.937751118308
39,37,0.487440130126,20381,9934.517292098006
39,43,0.529156466716,18673,9880.938702987869
39,8,0.462442071654,20380,9424.569420308519
39,44,0.54254971479,17209,9336.73804182111
39,16,0.534255004131,17087,9128.815255586398
39,5,0.527904023093,16841,8890.431652909212
39,61,0.623052695203,14182,8836.133323368946
39,28,0.523289466675,16710,8744.16698813925
39,56,0.439110286657,19395,8516.544009712516
