SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
26,26,1.0,16662,16662.0
26,10,0.516110089045,15537,8018.802453492165
26,46,0.494135356706,15602,7709.499835327012
26,18,0.518206073308,14648,7590.6825618155835
26,44,0.523140047991,14442,7555.188573086022
26,36,0.441847088157,16662,7362.056182871935
26,28,0.571677351528,12818,7327.760291885905
26,22,0.428649504918,16424,7040.139468773233
26,6,0.422221811727,16662,7035.059826995274
26,31,0.402394760702,16494,6637.099183018788
26,5,0.503162059789,13058,6570.290176724761
26,39,0.401259489301,16359,6564.203985475059
26,56,0.416597290552,15676,6530.579126693152
26,34,0.3844907595,16651,6402.1556364345
26,54,0.470927019537,13362,6292.526835053394
26,8,0.375106493298,16501,6189.632245910298
26,13,0.523162552373,11819,6183.258206496487
26,7,0.354557548254,16501,5850.554103739254
26,69,0.559251049232,10424,5829.6329371943675
26,37,0.352308169781,16503,5814.141725895843
26,45,0.349414790579,16436,5742.9814979564435
