SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
64,64,1.0,18918,18918.0
64,6,0.442684392984,18918,8374.703346471311
64,22,0.433573295601,18690,8103.48489478269
64,34,0.427632917062,18917,8089.531892061855
64,52,0.427084298435,18905,8074.028661913675
64,39,0.431428771897,18321,7904.206529924937
64,37,0.405749675517,18918,7675.972361430606
64,31,0.372114121433,18760,6980.86091808308
64,51,0.439424622344,15847,6963.561990285368
64,10,0.378963971226,17801,6745.937651794026
64,43,0.386253803926,17210,6647.42796556646
64,16,0.411586185937,16090,6622.42173172633
64,54,0.386787456442,16893,6534.000501674706
64,19,0.372774968103,17037,6350.967131570811
64,18,0.369271670603,17064,6301.251787169592
64,8,0.327883437329,18917,6202.570983952693
64,44,0.389299722658,15745,6129.52413325021
64,56,0.323073705977,18918,6111.908369672887
64,36,0.320684699665,18918,6066.71314826247
64,61,0.433440431957,13696,5936.400156083072
64,46,0.331788516025,17858,5925.07931917445
