SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
62,62,1.0,26,26.0
62,19,0.928530159819,26,24.141784155294
62,8,0.876286009173,26,22.783436238498002
62,63,0.840149715614,26,21.843892605964
62,15,0.81453964718,26,21.17803082668
62,36,0.813091185532,26,21.140370823832
62,49,0.810145984245,26,21.06379559037
62,26,0.802735568404,26,20.871124778503997
62,7,0.785747578469,26,20.429437040194
62,43,0.779296003782,26,20.261696098332003
62,34,0.731002254339,26,19.006058612814
62,50,0.707421245885,26,18.39295239301
62,45,0.667722729069,26,17.360790955794
62,46,0.65767494117,26,17.09954847042
62,17,0.639389233809,26,16.624120079034
62,44,0.611197364874,26,15.891131486724
62,27,0.610989149529,26,15.885717887754
62,30,0.609959706821,26,15.858952377346
62,9,0.609111098872,26,15.836888570672
62,14,0.606244762533,26,15.762363825858
62,24,0.605751620961,26,15.749542144986
