SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
8,8,1.0,20977,20977.0
8,6,0.461303169912,20977,9676.756595244024
8,10,0.487072318668,19860,9673.25624874648
8,39,0.462442071654,20380,9424.569420308519
8,46,0.467800629094,19917,9317.185129665198
8,34,0.44154735025,20976,9261.897218844
8,36,0.44014145508,20977,9232.84730321316
8,22,0.441222066907,20744,9152.710555918808
8,18,0.472580764217,19123,9037.161954121691
8,54,0.469233101396,17837,8369.710829600452
8,43,0.431578538432,19269,8316.086857046208
8,44,0.46259874222,17804,8236.108006484881
8,31,0.39409160683,20819,8204.59316259377
8,52,0.392345341296,20855,8182.36209272808
8,37,0.388163648493,20977,8142.508854437661
8,28,0.470575843158,17294,8138.138631574452
8,19,0.424241552948,19096,8101.316695095007
8,5,0.448893557601,17299,7765.409652939699
8,56,0.375456880187,19991,7505.758491818317
8,61,0.4889581285,14641,7158.8359593685
8,42,0.354927687592,20072,7124.108545346624
