SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
23,23,1.0,18224,18224.0
23,22,0.366489238368,17990,6593.14139824032
23,6,0.349497492014,18224,6369.242294463136
23,39,0.352037083918,17764,6253.586758719352
23,18,0.335282924933,18224,6110.196023978991
23,42,0.341464680572,17334,5918.948773035048
23,10,0.339621617435,17414,5914.17084601309
23,37,0.321631155671,18224,5861.406180948304
23,34,0.315515243679,18223,5749.634285562417
23,31,0.316236479228,18065,5712.811997253821
23,19,0.311937976901,18223,5684.445753066923
23,36,0.308588073497,18223,5623.400463335831
23,54,0.348642140575,16112,5617.3221689444
23,16,0.350943905307,15671,5499.641940065997
23,46,0.318441148027,17163,5465.405423587401
23,64,0.326085791093,16163,5270.524641436159
23,52,0.282148415576,18115,5111.11854815924
23,44,0.338485188817,15051,5094.540576884668
23,56,0.289957432802,17238,4998.286226640876
23,5,0.291491922723,16757,4884.530149069311
23,61,0.374194052751,12983,4858.1613868662325
