SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
11,11,1.0,12544,12544.0
11,44,0.437663442343,12383,5419.586406533369
11,6,0.417863666145,12544,5241.68182812288
11,31,0.413639668178,12534,5184.559600943052
11,22,0.417779712527,12306,5141.197142357262
11,39,0.416956495192,12246,5106.049240121232
11,34,0.405510386709,12533,5082.261676623897
11,37,0.407778429821,12385,5050.335853333085
11,36,0.398301102493,12544,4996.289029672192
11,42,0.396365140865,12517,4961.3024682072055
11,46,0.429898138461,11484,4936.950222086124
11,10,0.424174816754,11421,4844.500582147434
11,7,0.381135305961,12383,4719.598493715062
11,43,0.39910447027,11669,4657.150063580631
11,8,0.375543387063,12384,4650.729305388192
11,51,0.435965175237,10576,4610.767693306512
11,18,0.429497717256,10530,4522.61096270568
11,52,0.366321567162,12262,4491.8350565404435
11,61,0.469829429171,9175,4310.685012643925
11,24,0.384823107858,11193,4307.325046254594
11,54,0.43743144765,9244,4043.6163020766003
