SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
7,7,1.0,20977,20977.0
7,6,0.426701386773,20977,8950.914990337222
7,34,0.420183892156,20976,8813.777321864256
7,10,0.432854631879,19860,8596.49298911694
7,31,0.408208622494,20819,8498.495311702585
7,22,0.400104159424,20744,8299.760683091456
7,39,0.407165453737,20381,8298.439112613798
7,18,0.416520804362,19124,7965.543862618888
7,36,0.372455788812,20977,7813.005081909324
7,46,0.38743664118,19917,7716.57558238206
7,54,0.420731325584,17838,7505.005385767392
7,37,0.348360596637,20977,7307.560235654349
7,19,0.371516151878,19097,7094.843952414167
7,28,0.397487674643,17294,6874.151845276042
7,8,0.322962527585,20976,6774.46197862296
7,44,0.376526418482,17805,6704.052881072011
7,61,0.457362464448,14641,6696.243841983168
7,16,0.377974527168,17546,6631.9410536897285
7,56,0.330275013536,19991,6602.5277955981755
7,5,0.375828898886,17300,6501.8399507278
7,42,0.315496586399,20071,6332.33198561433
