SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
12,12,1.0,5071,5071.0
12,22,0.624379738107,4858,3033.2367677238058
12,44,0.582233961509,5071,2952.508418812139
12,10,0.573057866182,5069,2904.8303236765582
12,39,0.545065111706,4939,2692.0765867159344
12,46,0.524731816954,5071,2660.915043773734
12,24,0.524269346221,4988,2615.055498950348
12,6,0.512903307296,5071,2600.932671298016
12,36,0.512667994276,5071,2599.7393989735956
12,17,0.510453089409,5071,2588.507616393039
12,52,0.495922740816,4960,2459.7767944473603
12,4,0.577809291402,4238,2448.755776961676
12,37,0.464641725929,5071,2356.1981921859588
12,13,0.464805958865,5065,2354.242181651225
12,28,0.473836246288,4939,2340.2772204164316
12,31,0.456637026208,5071,2315.606359900768
12,38,0.449194178059,5057,2271.5749584443633
12,18,0.69328873865,3228,2237.9360483622
12,34,0.435364056916,5071,2207.731132621036
12,9,0.428778753382,5071,2174.337058400122
12,8,0.418198362695,5071,2120.683897226345
