SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
66,66,1.0,8779,8779.0
66,18,0.761733045663,8779,6687.254407875477
66,10,0.704446833919,8776,6182.225414473144
66,6,0.681188919671,8779,5980.157525791709
66,69,0.678921274732,8775,5957.5341857733
66,22,0.657310840847,8764,5760.672209183108
66,54,0.634863873529,8779,5573.469945711091
66,5,0.603903652736,8779,5301.670167369344
66,34,0.601334650987,8779,5279.116901014873
66,39,0.590645731692,8779,5185.278878524067
66,19,0.585171061025,8779,5137.216744738475
66,36,0.584378077016,8779,5130.255138123463
66,67,0.577549884518,8758,5058.181888608645
66,31,0.579187782095,8621,4993.177869440995
66,28,0.716370515496,6967,4990.953381460632
66,56,0.562230583825,8779,4935.822295399676
66,16,0.534795677414,8775,4692.83206930785
66,43,0.574017164445,8062,4627.72637975559
66,52,0.488871139328,8779,4291.799732160513
66,46,0.551389304942,7719,4256.174044847298
66,26,0.56120774821,7559,4242.16936871939
