SourceDevice,ComparedDevice,CosineSim,FeatureVectorLength,ComputedMetric
18,18,1.0,19125,19125.0
18,10,0.711055260356,18009,12805.394183751203
18,22,0.657610142291,18891,12422.913198019281
18,6,0.63920541319,19125,12224.80352725875
18,36,0.594891774451,19124,11376.710294600925
18,39,0.595906725049,18665,11122.599023039586
18,5,0.642816183027,17300,11120.719966367102
18,54,0.646506619068,17013,10999.017110203884
18,61,0.763111568108,13884,10595.04101161147
18,52,0.554979278692,19016,10553.485963607072
18,44,0.65861072943,15952,10506.15835586736
18,46,0.580562331738,18064,10487.277960515232
18,34,0.542118263549,19123,10366.927553847527
18,37,0.526255317413,19125,10064.632945523625
18,28,0.646512992217,15453,9990.5652687293
18,19,0.506142498992,19097,9665.803303250224
18,56,0.509666477649,18139,9244.84023807521
18,43,0.527749039478,17416,9191.277271548848
18,8,0.472580764217,19123,9037.161954121691
18,31,0.476188457332,18966,9031.390281758711
18,69,0.702455495067,11644,8179.391784560148
